SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,NumBars,NumBeats,EndOfFadeIn,Energy,Key,Loudness,Mode,NumSections,SegmentsLoudnessMax,SegmentsLoudnessMaxTime,NumSegments,SongHotness,StartOfFadeOut,NumTatums,Track7DigitalID,TrackID
7672,b'SOMAGRE12A6D4F8C60',39780,b'Superman Returns Music From The Motion Picture [Digital Version]',b'ARY5TFK1187B9BA2BD',,b'',,b'John Ottman',0,205.92281,2,0.597,61.587,4,0,b'The People You Care For',2006,45,208,2.444,0,2,-13.522,1,8,-4.848,5.18495,400,0.623479902,194.473,413,423174,b'TRBAEYW128F147D9EA'
7673,b'SODPUEZ12A8AE4648B',236680,b'Doo-Wop Classics Vol. 9 [Beltone Records]',b'ARXGVSB11F4C842CF3',,b'',,b'Opals',0,152.58077,0,0.542,131.641,4,0,b'Hop_ Skip & Jump',0,82,330,0.502,0,0,-7.633,1,9,-4.914,0.38861,479,nan,145.125,659,2599227,b'TRBAFBB128F42309D1'
7674,b'SOQBFIA12A8C13BAA2',94255,b'Live',b'ARC70XM1187FB4D5B0',,b'London England',,b'Free',0,273.52771,9,0.334,129.042,4,0,b'Woman',0,145,582,4.145,0,9,-8.72,1,9,-3.795,2.1783,794,nan,273.528,1165,2360127,b'TRBAFBU128F427EFCE'
7675,b'SOXFPIX12AB018381E',413161,b'100m001',b'ARVCNOU1187FB4C6F0',35.30914,b'Oklahoma',-98.52102,b'Emit',0,197.56363,9,0.194,136.871,4,1,b'Gum',0,109,441,0,0,9,-3.212,0,8,-0.378,0.90293,536,0,192.522,882,4603592,b'TRBAFBZ128F9325CA4'
7676,b'SOFDEMJ12A8C13410C',600433,"bLil' Band O Gold""""",b'AR07HWO1187B9A2189',,b'',,"bLil' Band O' Gold""""",0,150.49098,4,0.42,146.817,4,1,b'Shirley',2000,90,362,0.721,0,4,-10.449,1,6,-5.034,0.71669,521,0.226695819,140.312,723,6664247,b'TRBAFFH12903CEF247'
7677,b'SOALJHY12A8AE489F3',279463,b'Love_ Peace & Harmony The Best Of Bow Wow Wow',b'AR4R0741187FB39AF2',51.50632,b'London England',-0.12714,b'Bow Wow Wow',0,172.79955,1,0.68,126.501,1,0,b'Love_ Peace and Harmony',0,358,358,2.728,0,1,-9.883,1,7,-5.624,0.71446,741,0.445454525,164.653,715,3112942,b'TRBAFFR128F425BC5B'
7678,b'SOZFAKK12A6D4F6927',78775,b'The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture',b'ARFZSPU1187B9B5BA9',,b'',,b'John Frizzell',0,75.93751,1,0.436,147.692,1,0,b'Anatomy of a Contest',0,173,173,0.37,0,1,-17.346,1,3,-5.476,0.54069,264,0.192977602,69.991,346,829141,b'TRBAFFS128EF357C1D'
7679,b'SOVTZTF12A8C130A1A',192588,b'Alex Loves...',b'ARCEEC91187B9AC4FB',44.97903,b'Minneapolis MN',-93.26493,"bAlexander O'Neal""""",0,268.2771,0,0.387,160.033,4,0.822,b'Secret Lovers (Featuring Mica Paris)',2008,177,713,0.99,0,0,-6.59,1,13,-2.067,0.43762,998,0.48456253,262.571,1426,2094101,b'TRBAFIP128F42438D8'
7680,b'SOUEBEX12A8AE47BBC',278865,b'Dance Vault Mixes - Little Bird (1st Set of Mixes)',b'ARW9FP41187B98C2A7',57.15382,b'Aberdeen',-2.10679,b'Annie Lennox',0,385.01832,4,0.734,125.03,4,0.703,b'Little Bird',1992,198,797,2.705,0,4,-9.027,1,20,-5.843,0.69932,1605,nan,375.275,1594,3105579,b'TRBAFJQ128F4259FB5'
7681,b'SOWCBBV12AB0182F0D',491003,"b'A Lot to Fear & ""Plant a Tree or Die'""",b'ARMAEYS1187B990F2F',,b'',,b'Tree',0,157.12608,4,0.419,146.851,4,0.586,b'Proletariat',0,93,379,0.396,0,4,-8.663,1,6,-4.735,0.44675,561,0,153.333,758,5440953,b'TRBAFNZ128F9308F67'
7682,b'SOSPCEK12A8C13E372',217877,b'Gommin ja Pommin mets\xc3\xa4karnevaali',b'AR0A30G1187B9B183B',,b'',,b'M.A. Numminen',0,118.30812,7,0.379,110.589,4,1,b'Suti-suti',2002,53,214,2.862,0,7,-9.169,1,6,-4.479,0.1815,590,nan,109.314,854,2375666,b'TRBAFQZ128F4282B20'
7683,b'SOHGHWJ12A6D4F801C',798792,b'Bring It On Rarities & Remixes',b'ARCDXI51187FB57A2E',40.19033,b'Ohio',-82.66947,b'Goose',0,395.85914,1,0.285,122.956,4,1,b'Bring It On',2006,201,805,0.2,0,1,-5.346,1,16,-0.576,7.08354,1353,0.645139841,386.438,1609,8834270,b'TRBAFRG12903CB0FF5'
7684,b'SOBCFLR12A58A7985F',22906,b'Songs For The Poor Man',b'ARXTUHV1187B99268F',,b'',,b'Remmy Ongala',0,348.52526,0,0.364,94.72,7,1,b'Karola',2007,70,547,0.171,0,0,-12.061,0,14,-5.272,0.49537,1499,nan,337.078,1641,238527,b'TRBAFTU128F1458496'
7685,b'SOTDYKK12AB0184B0B',575230,b'Before the Frost... Until the Freeze',b'ARUKN9H1187B9B71C8',,b'Atlanta GA',,b'The Black Crowes',0,263.52281,4,0.148,178.299,4,0.187,b'Roll Old Jeremiah',2009,194,779,0,0,4,-12.732,0,16,-8.633,0.38703,1077,0.496175336,254.996,1558,6376114,b'TRBAFWX12903CA9831'
7686,b'SOEIJSK12AB0183835',751036,b'Sus Grandes \xc3\x89xitos',b'ARUFRGT1187B98ED43',-28.49522,b'Atamisqui Argentina',-63.81885,b'Leo Dan',0,148.53179,0,0.58,171.91,4,0.622,b'Con un poquitito de suerte',0,105,423,0.09,0,0,-5.359,1,7,-0.508,0.24012,690,nan,144.73,845,8315251,b'TRBAFYR12903CA6588'
7687,b'SOPGCGI12A8C139547',157156,"b... And Music'S There ...""""",b'ARGWLJT12086C14A09',,b'',,b'Shunza',0,315.61098,0,0.689,63.993,4,1,b'Yueh Kuang',0,70,334,3.123,0,0,-12.741,1,13,-4.518,1.05247,847,nan,306.881,1001,1651607,b'TRBAFZB128F427268B'
7688,b'SOWFVBM12AB0181C3B',535176,b'Street Scriptures',b'AROGHQQ1187B9890E3',,b'',,b'Mil featuring Petey Pablo',0,227.49995,9,0.282,159.837,4,0.804,b'Problems',0,146,588,0,0,9,-5.699,1,9,-0.65,0.29483,1136,nan,220.903,1176,5927208,b'TRBAFZB128F930969B'
7689,b'SOBRRKW12A8C13AE98',157785,b'Mazi Sou',b'ARIJ7MR1187B9B484E',,b'',,b'Peggy Zina',0,214.93506,2,0.734,140.04,4,0.637,b'Tis Monaxias Ta Monopatia',0,121,490,0.38,0,2,-7.163,0,8,-1.993,0.75918,705,nan,208.434,980,1660586,b'TRBAGGI128F42749B0'
7690,b'SOAPMKZ12A58A764B7',249472,b'Truck Driver',b'ARD7TVE1187B99BFB1',,b'California - LA',,b'Casual',0,187.45424,0,0.451,136.248,5,1,b'Turkey And Dressin',0,85,427,0.253,0,0,-5.664,1,11,-2.554,0.30716,839,0.265861049,178.44,853,2784484,b'TRBAGIL128F425B801'
7691,b'SOKKODJ12A58A7B73D',374738,b'Cora\xc3\xa7\xc3\xa3o Bobo',b'AR4EVIX1187B993DE9',,b'',,b'Alceu Valen\xc3\xa7a',0,188.65587,11,0.616,157.111,3,0.698,b'Cintura Fina',1998,161,488,0.16,0,11,-8.593,1,11,-3.869,0.23738,1101,0.417313803,176.57,1463,4167187,b'TRBAGJB128F92CFB0E'
7692,b'SOEJVCS12A8AE483B7',235873,b'Lullaby Renditions of U2',b'ARLNMEP11C8A41519E',34.05349,b'Los Angeles',-118.24532,b'Rockabye Baby!',0,312.78975,8,0.118,100.043,3,0.492,b'Desire',0,171,518,0.148,0,8,-11.918,1,12,-3.455,0.08095,905,0.386477291,279.615,1036,2585138,b'TRBAGJV128F422E0DF'
7693,b'SOBJICW12A8C130EE8',242075,b'The Lucky Ones',b'ARGBR4I1187B99D073',47.60356,b'Seattle WA',-122.32944,b'Mudhoney',0,159.65995,0,0,145.179,1,0,b'New Meaning',2008,319,319,0.165,0,0,-6.077,1,3,-2.184,0.55385,394,nan,159.66,638,2639968,b'TRBAGMH128F423A574'
7694,b'SOWBZMU12A8C13754C',170685,b'Western Movie Themes',b'ARFNXFR1187B98F6C1',,b'',,b'Ned Nash Orchestra',0,174.78485,4,0.48,118.683,4,0.96,"bHang 'm High""""",0,82,331,0,0,4,-13.901,0,7,-7.847,1.10096,491,0.327736683,163.312,662,1813387,b'TRBAGOC128F429528A'
7695,b'SOXRBZT12AB0180256',447827,b'A Cabinet Of Curiosities',b'ARQOATR1187B9AE959',,b'Los Angeles CA',,"bJane's Addiction""""",0,273.00526,2,0.09,84.694,4,0.061,b'Ocean Size [Demo]',0,95,383,3.518,0,2,-7.805,1,10,-1.875,0.85238,782,0.38293509,266.304,1151,4969145,b'TRBAGTE128F930629B'
7696,b'SOXHYEH12AB0187FF4',351423,b'Pure Brazil II - For All - The Brazilian Northeast Music',b'ARTP2PK1187B98FECA',,b'',,b'Quinteto Violado',0,132.85832,1,0.647,155.062,4,1,b'Cad\xc3\xaa O Meu Amor',0,84,339,0.316,0,1,-7.029,1,7,-2.976,0.26231,585,nan,129.689,679,3928473,b'TRBAGVS128F93128E2'
7697,b'SOXVWRD12AB018145B',627847,b'SimAnimals',b'ARD1XMG1187FB41229',,b'',,b'Winifred Phillips',0,80.61342,4,0.826,144.835,4,0.858,b'Misty Bog',2009,45,186,0,0,4,-13.509,1,5,-5.965,0.7631,231,nan,78.35,372,6968858,b'TRBAGVS128F931E395'
7698,b'SOLURBR12AC9075364',601112,b'The Transactional Dharma of Roj',b'ARMRQFC1269FCD2C40',,b'',,b'Roj',0,41.63873,1,0.583,156.062,4,0,b'Clear Channels',0,25,102,0,0,1,-22.474,1,3,-17.092,0.25276,224,0.367273416,41.639,306,6673197,b'TRBAGYL12903CF1539'
7699,b'SOIPOJA12A8C13EDB7',111988,b'Collection 2',b'ARA1UU51187FB5A70B',,b'New Jersey',,b'The Misfits',0,73.09016,3,0,93.703,4,0.404,b'We Bite',1982,27,112,0.107,0,3,-7.897,0,5,-6.355,0.49533,232,0.652359289,71.03,446,1157659,b'TRBAHBP128F42985D6'
7700,b'SOUCZVQ12A8C131FF0',284078,b'A Musical Massacre (Explicit)',b'ARNQESK11F4C83FD6F',,b'',,"bBeatnuts with Lil' Donny""""",0,78.65424,10,0.46,117.298,4,0.141,"bSpelling Beatnuts with Lil' Donny""""",0,37,152,0.2,0,10,-10.152,0,3,-4.997,0.21421,370,nan,78.654,304,3187849,b'TRBAHED128F426A1C2'
7701,b'SOBMEDP12AB017FBE5',502881,b'The Sunny Side Of Life',b'ARRJ3UC1187FB579D7',,b'Croix-des-Bouquets  Haiti',,b'Wyclef Jean',0,208.29995,2,0.122,87.965,4,0.905,b'Guantanamera',1997,75,303,0.206,0,2,-11.667,1,9,-7.632,0.34185,853,nan,200.742,606,5568498,b'TRBAHEH128F9327D39'
7702,b'SODFKNA12CF5828911',289398,b'Laundry Service',b'AR6PJ8R1187FB5AD70',,b'Barranquilla Colombia',,b'Shakira',0,224.522,7,0.085,179.486,4,0.269,b'Objection (Tango)',2001,165,665,2.363,0,7,-5.823,1,8,-1.135,0.43295,1032,nan,221.977,1330,3250680,b'TRBAHID128F4278EAF'
7703,b'SONMFRY12AB018A9EC',583303,b'Hushabye Baby: Lullaby Renditions of Rascal Flatts',b'ARBMHBC11F4C8403A2',,b'',,b'Hushabye Baby',0,210.85995,7,0.395,147.964,4,0.868,b'These Days',0,124,497,4.023,0,7,-19.407,1,10,-12.508,0.42348,582,nan,199.529,993,6464567,b'TRBAHIJ12903CBEB79'
7704,b'SOHVOBI12A5891E993',316435,b'Hope',b'AR557N41187FB3E67F',62.24049,b'Jyv\xc3\xa4skyl\xc3\xa4 Finland',25.75129,b'Swallow The Sun',0,509.49179,3,0.459,165.908,4,0.519,b'Doomed To Walk The Earth',2007,346,1389,0,0,3,-6.664,1,18,-2.532,0.85637,709,0.621291654,479.295,1389,3578948,b'TRBAHJW128F92CC8B4'
7705,b'SOJNARC12A8C131B70',284966,b'Rabbit Songs',b'ARC6UC81187B989062',40.71455,b'NY - New York City',-74.00712,b'Hem',0,71.05261,9,0.437,123.018,5,0.065,"bPolly's Dress""""",2000,27,139,0.33,0,9,-21.694,1,4,-15.026,0.41982,186,0.532482708,71.053,279,3181519,b'TRBAHNM128F426895A'
7706,b'SOLAPIZ12A58A7E3DB',128997,b'Trouble In Mind',b'AR93RTI1187B98ECFB',30.38815,b'Navasota TX',-96.0878,b'Mance Lipscomb',0,151.7971,0,0.092,160.979,1,0,b'Ballad Of The Boll Weevil (Remastered Version) (Take 10)',0,410,410,0,0,0,-21.403,1,9,-8.726,0.3387,510,0.249065795,146.797,410,1336317,b'TRBAHPQ128F4230D15'
7707,b'SOVICTQ12A8C137F0D',292055,b'Running Backwards (Limited Edition / Fan Club Only)',b'ARMSL551187FB3F4B0',,b'',,"bK's Choice""""",0,182.67383,9,0.256,167.263,3,0.915,b'Tha Day',0,159,481,0.392,0,9,-8,1,9,-3.325,0.39676,600,0.427446571,171.595,961,3279260,b'TRBAHPZ128F427FCEA'
7708,b'SOBULMA12A6D4F8EA0',51894,b'Small Faces',b'AROCBZZ11E2835D652',,b'',,b'Small Faces',0,129.90649,2,0.108,159.418,4,0.91,"bWhat'Cha Gonna Do About It""""",1965,85,342,6.763,0,2,-5.84,0,6,-3.305,0.95514,449,nan,122.746,342,542105,b'TRBAHSQ128F1492A8F'
7709,b'SOZANDJ12A8C138EAD',420743,b'Infinite Love Songs',b'ARS0W831187B9AF0B7',,b'',,b'Maximilian Hecker',0,228.80608,5,0.216,146.184,4,0.496,b'Polyester',2001,136,546,0,0,5,-10.688,0,9,-5.212,1.82243,631,nan,228.806,1091,4694121,b'TRBAHXJ128F9339A02'
7710,b'SOEEOMN12A6D4FA1F8',64207,b'Firewall',b'AR4B3RX1187B9A868A',,b'',,b'Alexandre Desplat',0,177.03138,2,0.457,183.956,1,0,b'Breaking In',2005,495,495,6.554,0,2,-20.247,1,9,-7.059,3.40582,572,nan,162.818,989,666497,b'TRBAHYD128F14AD4C0'
7711,b'SOSNMLH12A58A7C091',681034,b'Signal To Noise',b'ARF1LT21187B989EEB',,b'',,b'White Willow',0,257.27955,2,0.961,112.767,4,1,b'The Dark Road',2006,117,474,2.043,0,2,-6.776,1,11,-1.291,0.55019,705,0.372530039,246.584,948,7556559,b'TRBAHYS12903CDB329'
7712,b'SOXPWPH12A6701E86E',13619,b'God Of Love',b'AR7Y6JX1187FB4D9B3',,b'Washington D.C.',,b'Bad Brains',0,163.18649,7,0.205,105.453,3,0.79,b'God Of Love (Album Version)',1995,87,265,0,0,7,-5.663,1,10,-2.635,0.59349,444,0.47643522,147.911,530,141784,b'TRBAIAU128E078D934'
7713,b'SOQELNC12A8C13FE06',6589,b'Motograter',b'AR8M6LC1187B998D48',34.41925,b'Santa Barbara California',-119.69887,b'Motograter',0,226.92526,5,0.858,143.932,4,0.98,b'Red (Main Version)',2003,135,543,0,0,5,-4.83,1,13,-1.848,0.64904,799,0.77057886,226.925,1087,3547540,b'TRBAIAW128F92C5652'
7714,b'SOCYZTH12AF72A6CCF',373072,b'Nude With Boots',b'AROLDZG1187FB50AFB',,b'Aberdeen WA',,b'Melvins',0,217.80853,2,0.776,113.386,4,0,b'Nude With Boots',2008,97,393,0,0,2,-7.616,1,7,-4.266,0.59046,579,0.703966085,193.173,787,4153921,b'TRBAIDT128F92CC7ED'
7715,b'SOUOCXE12AB0180DE8',633232,b'The Nature of Betrayal',b'ARVEXQ51187B9B8237',34.05349,b'California - LA',-118.24532,b'The Funeral Pyre',0,271.22893,10,0.371,227.302,4,0.138,b'Here The Sun Never Shines',2006,246,987,0,0,10,-5.587,0,9,-3.149,1.73505,722,nan,260.992,1974,7029236,b'TRBAIEK128F932CCF7'
7716,b'SOPKBPO12AB0184BC4',363022,b'Will You Dance With Me?',b'ARDOZIV11F4C83DD59',,b'',,b'Maria Forde',0,325.79873,3,0.682,119.283,4,1,b'Waltzing Matilda My Darling',0,158,636,2.165,0,3,-16.142,1,16,-9.291,0.53163,1019,0.270775999,301.714,1272,4040123,b'TRBAIGZ128F9329618'
7717,b'SOJIPPT12A8C13F9FC',266908,b'Utopia Parkway',b'ARDBSFT1187B9AC9C1',40.71455,b'New York NY',-74.00712,b'Fountains Of Wayne',0,144.71791,9,0.085,115.686,4,0.619,b'Laser Show (LP Version)',1999,66,266,0.189,0,9,-5.759,0,7,-2.502,0.32398,396,0.519448581,138.286,533,2930309,b'TRBAIHN128F427D480'
7718,b'SOTUGEK12AB018BE28',759424,b'Bad Habits',b'ARSEC9Q1187B98912D',,b'Regina Saskatchewan Canada',,b'Colin James',0,280.11057,5,0.397,154.548,4,0.734,b'Better Days',1995,177,711,0.165,0,5,-8.882,1,12,-3.631,0.30506,969,0.212045405,268.08,1421,8408082,b'TRBAIKM12903CBCF21'
7719,b'SOSZSGF12A67AE21B1',734341,b'Of One Blood',b'ARK8OHG1187B99016A',,b'Boston MA',,b'Shadows Fall',0,325.17179,2,0.656,194.238,1,0,b'Crushing Belial',2000,1045,1045,0,0,2,-7.736,0,14,-3.566,0.60757,1126,0.559547242,322.659,2090,8134074,b'TRBAISB12903CF1054'
7720,b'SOWVBNI12AB017E39C',615480,b'Lullaby Renditions of Johnny Cash',b'ARBMHBC11F4C8403A2',,b'',,b'Hushabye Baby',0,171.88526,5,0.101,74.983,4,0,b'Cry_ Cry_ Cry',0,51,209,0.253,0,5,-18.58,1,8,-11.821,0.37185,399,0,164.165,419,6842323,b'TRBAIUY128F92FF7F0'
7721,b'SOLUAUU12AB018C0E2',810196,b'Tha Remixes Vol. 17',b'ARGBGC71187FB3DD0B',,b'',,b'DJ Nasty',0,231.13098,6,0.133,86.664,1,0.931,b'Apologize',0,331,331,0,0,6,-3.173,1,10,-0.356,0.48029,1101,0,228.119,991,8959858,b'TRBAIWG12903CCF884'
7722,b'SOVVRRU12A81C2435C',277276,b'The Fifth Ave',b'ARCRR5X1187FB3BD4A',,b'',,b'Elva Hsiao',0,225.59302,5,0.748,122.9,4,1,b'Ni Shi Wo Xin Zhong Yi Ju Jing Tan',0,114,460,0,0,5,-5.73,1,10,-2.087,0.71818,633,nan,217.902,920,3089892,b'TRBAIWW128F425627B'
7723,b'SOXMSDY12A8C142C7E',748233,b'Laid-Back Christmas Favourites',b'ARQ9BO41187FB5CF1F',40.99471,b'Pennsylvania',-77.60454,b'John Davis',0,199.31383,9,0.915,88.991,3,0.49,b'Silver Bells',0,95,290,0.479,0,9,-12.916,1,9,-8.287,0.35972,538,0,191.193,581,8283000,b'TRBAIZX128F92FCDCE'
7724,b'SOUTQDI12A67AE11FD',70802,b'Blues From Chicago',b'ARTMM411187FB56FD0',,b'',,b'Barry Goldberg',0,265.61261,7,0.76,96.17,3,1,b'Lost Love',0,136,420,0.23,0,7,-11.634,1,12,-8.152,0.65717,734,nan,258.81,840,742311,b'TRBAJBF128EF347C72'
7725,b'SOFLEIR12A8C1392AF',209117,b'Proti Epafi',b'ARQSZLT124207825BA',,b'',,b'Konstantinos Galanos',0,226.5073,4,0.92,75.532,5,0.763,"bAn M'agapas""""",0,51,276,0.27,0,4,-5.267,0,12,-1.772,0.75929,753,0.199906302,217.629,829,2265983,b'TRBAJEM128F426B9DE'
7726,b'SODSPJL12A8C130DAE',193042,b'Better Be Good',b'AR3752L1187FB4B67E',,b'',,b'The Real Kids',0,263.75791,4,0.4,104.775,1,0,b'Just Like Darts',1977,453,453,0.096,0,4,-12.432,0,11,-4.02,0.34546,840,nan,256.592,905,2099233,b'TRBAJGK128F4244B16'
7727,b'SOMEPEB12A8C13E232',333098,b'CABU - From Paris With Jazz: Guitar',b'ARQC4R31187B9A0D88',,b'',,b'Jean Ferret',0,172.61669,2,0.79,124.089,1,0,b'Les Deux Guitares',1991,352,352,0,0,2,-16.532,0,9,-8.689,0.37626,746,0.323112121,169.726,705,3732200,b'TRBAJJL128F92ED53A'
7728,b'SOGTINJ12AC468DCF7',734412,b'Kolmekymppinen',b'ARTWWNA1187B9B3BD7',,b'',,b'Frederik',0,179.87873,1,0.428,174.682,4,0.067,b'Kun rakastaa',0,127,513,2.02,0,1,-9.609,1,9,-4.792,0.35229,679,nan,160.723,1026,8135019,b'TRBAJJU12903CF1403'
7729,b'SOYFZVP12A6D4F7EE4',24504,b'Dansez Avec Jo Privat',b'ARQC4R31187B9A0D88',,b'',,b'Jo Privat',0,164.38812,2,0.238,196.446,1,0,b'Espoirs Perdus (Valse)',0,527,527,0.386,0,2,-11.113,0,8,-6.005,0.35256,821,nan,160.462,1055,258332,b'TRBAJLM128F145CC7A'
7730,b'SONXHGK12A8C141541',610705,b'Voice of the People 01: Come Let Us Buy The Licence',b'ARXZP9T1187FB4565D',52.85551,b'Miltown Malbay Ireland',-9.40102,b'Willie Clancy',0,221.72689,9,0.285,202.266,1,0.839,b'The Song of the Riddles',0,709,709,0.559,0,9,-20.731,1,13,-10.463,0.5538,754,nan,215.754,709,6788664,b'TRBAJLR128F92F2755'
7731,b'SOXJGDR12AAF3B2586',481245,"bI'm No Angel""""",b'AROMB601187B991317',40.65507,b'Brooklyn NY',-73.94888,b'Mae West',0,174.49751,7,0.06,81.882,4,0.578,b'Imaginary Love',2006,49,229,0,0,7,-23.041,1,10,-12.724,0.4406,430,0,164.699,458,5340038,b'TRBAJLS128F92F1460'
7732,b'SOISPBI12AB0187873',467695,b'My Soul Speaks',b'ARETCTY1187FB4C033',,b'',,b'LORE',0,297.16853,3,0.376,125.984,4,1,b'Release',0,153,616,0,0,3,-10.786,0,13,-4.509,0.58345,979,0.392008771,294.04,1233,5201514,b'TRBAJPA128F933BDBC'
7733,b'SOBWXDJ12A58A7725D',42341,b'This Is Where You Belong',b'ARUYGJ31187B9A2FEA',30.33138,b'Jacksonville FL',-81.6558,b'The Summer Obsession',0,282.04363,0,0.359,79.935,4,0,b'Where You Belong',2006,92,371,0,0,0,-6.327,1,15,-1.315,0.28985,930,0.582918458,270.019,742,452704,b'TRBAJRL128F1482E66'
7734,b'SOVDKIJ12AB017F4BA',547600,b'When Your Ready',b'ARYOBYD1241B9C87F8',49.26044,b'Vancouver',-123.11403,b'Dabbler',0,314.61832,11,0,0,3,1,b'When Your Ready',0,0,0,0.078,0,11,-6.153,0,8,-1.683,0.14317,1857,nan,309.69,0,6055645,b'TRBAJUY128F932855C'
7735,b'SOCWHIM12A6D4FAAA7',227182,b'100 Racks',b'ARBUOMY1187B99F2EB',37.77916,b'California - SF',-122.42005,b'Messy Marv',0,199.26159,8,0,165.976,4,0.419,b'I hit You Wit The Pepper',0,135,543,0.311,0,8,-5.275,1,9,-0.524,0.21151,938,nan,195.849,1087,2482166,b'TRBAJWE128F4216DB6'
7736,b'SOAYRZU12A8C133EBD',145969,b'Lights On',b'ARZP2M21187FB59C63',42.31256,b'Boston',-71.08868,b'Dons',0,200.51546,0,0.027,132.197,4,0.41,b'American Lovebite',2006,105,423,9.009,0,0,-6.568,1,11,-2.957,3.21771,568,0,187.304,847,1522459,b'TRBAJWG128F4253F25'
7737,b'SOQBXKB12AB018A727',672972,b'Sand And Water',b'ARU5CP31187FB44C3A',31.1689,b'Harlington TX',-100.07715,b'Beth Nielsen Chapman',0,220.05506,6,0.572,119.99,5,0,b'Fair Enough (LP Version)',1997,83,420,0.346,0,6,-11.168,0,11,-4.836,0.58876,704,nan,204.15,1259,7458493,b'TRBAJXD12903CC3493'
7738,b'SODYKTT12A58A7BB18',53561,b'We Three Kings',b'AR11NP91187B9901B4',,b'New York City',,b'The Roches',0,329.45587,2,0.538,135.011,4,1,b'We Three Kings',1990,183,735,0.705,0,2,-13.209,0,18,-7.502,0.69947,1004,0.542898743,314.706,1471,558430,b'TRBAKER128F1495617'
7739,b'SOQYHDK12AB0186B01',554164,b'Blues With Bukka',b'ARNEL2O1187FB4421A',33.89627,b'Houston MS',-89.00018,b'Bukka White',0,159.00689,6,0.616,96.002,1,0,b'Sleepy Man Blues',1940,251,251,1.464,0,6,-22.507,1,10,-16.777,0.67396,530,nan,155.748,503,6127106,b'TRBAKJC128F93399FB'
7740,b'SOCAEQY12AB0189EED',579609,b'Rambos Collection',b'ARWKLB91187B992270',,b'',,b'The Rambos',0,226.2722,0,0.675,128.867,1,0.12,b'I Go to the Rock',0,480,480,2.067,0,0,-11.172,1,7,-6.57,1.18202,707,nan,216.573,960,6425950,b'TRBAKMK12903CB5791'
7741,b'SOUDFLE12A58A7A140',87560,b'Lennie Tristano - Note to Note',b'AR77B521187FB4CC70',37.16793,b'US',-95.84502,b'Lennie Tristano',0,463.38567,8,0.564,119.092,4,0,"bIt's Personal""""",0,230,925,0.815,0,8,-22.226,1,27,-14.03,0.79498,1699,nan,458.49,1850,921138,b'TRBAKNI128F4263626'
7742,b'SOIVRCS12A6D4FDA2C',271590,b'The Black Parade Is Dead!',b'ARKR75V1187FB3D4D5',,b'New Jersey',,b'My Chemical Romance',0,154.30485,7,0.145,92.645,3,1,b'The End. [Live In Mexico]',2008,78,239,5.039,0,7,-9.097,1,6,-4.732,4.96866,316,0.468997788,154.305,478,3022113,b'TRBAKRM128F4248228'
7743,b'SOZPOZE12AB0184DF0',420625,"bL'Accord\xc3\xa9on du tour de France""""",b'ARF9HO21187B9A0D81',,b'',,b'Emile Vacher',0,173.21751,3,0.906,227.236,1,0,b'Plaisance-Fox',0,641,641,0,0,3,-9.594,1,9,-4.217,0.35673,975,0,167.636,1283,4692731,b'TRBAKRU128F9339497'
7744,b'SOWRCJX12A8C139161',154812,b'Bon Voyage',b'ARHXWB01187B9A205C',,b'',,b'Gloria Lasso',0,200.64608,11,0.745,94.351,4,0.077,b'Magali',0,74,308,0.386,0,11,-10.589,1,9,-4.946,0.33392,748,nan,196.063,923,1619194,b'TRBALAF128F426A779'
7745,b'SOMANLY12A8C13AE56',261915,b'We Want America Back',b'ARBHPBX1187FB47102',,b'Minnesota',,b'The Steeles',0,261.04118,7,0.457,49.146,4,1,b'The Story Goes On',0,46,210,0.215,0,7,-10.734,1,6,-5.53,2.04093,580,nan,254.851,843,2862251,b'TRBALBV128F426DEBF'
7746,b'SONELOT12A6701F519',12607,b'Start A War',b'ARHRY5S1187B99B96F',32.61436,b'Alabama',-86.68073,b'Static-X',0,189.09995,5,0.47,120.539,4,1,b'Night Terrors (Album Version)',2005,93,375,0,0,5,-3.294,0,9,-0.633,0.51949,718,0.624953367,186.52,751,130062,b'TRBALEH128E078B419'
7747,b'SOTPQIM12A6D4F91BC',45218,b'Brick By Brick',b'AR5OH2Z1187B9A46A9',,b'Muskegon MI',,b'Iggy Pop',0,221.43955,9,0.809,131.813,4,0,b'Main Street Eyes',1990,120,482,0,0,9,-11.278,1,11,-6.507,0.29704,755,0.536788886,216.149,963,482157,b'TRBALIJ128F14884B5'
7748,b'SODQZAW12AB0184A51',405019,b'The Bends (Collectors Edition)',b'ARH6W4X1187B99274F',,b'Oxford UK',,b'Radiohead',0,102.45179,0,0.711,87.279,4,0.37,b'You Never Wash Up After Yourself (Live)',0,35,141,0.154,0,0,-21.343,1,6,-12.352,0.41992,273,0.528782481,94.465,282,4501420,b'TRBALJE128F9310DCE'
7749,b'SOJEDHO12A8C13DB77',111459,b'Basado En Hechos Reales',b'ARABTW91187FB3A73B',,b'',,b'David Summers',0,213.26322,9,0.618,142.431,4,0,b'Tu Mejor Amigo',0,124,499,0,0,9,-3.238,1,7,0.158,0.27762,734,0.265861049,189.922,998,1152373,b'TRBALLT128F4297655'
